County,State,"Number of physicians, 2004",Number of deaths in 2004,Death Rate in 2004,Personal Income per capita 2004,Total Persons,% under 5 years,% 5- 14 years,% 15- 24 years,% 25- 34 years,% 35 - 44 years,% 45-54 years,% 55- 64 yrs,%65-74,75 +,white,african american,asian,american indian and alaska native,native hawaiian / other pacific islander,hispanic or latino,number of males per 100 females
Smith,TN,15,194,10.5,"25,324","11,798",5.8,12.8,13.7,13.3,15.7,14.7,11.1,6.9,5.9,95.7,3.1,0.2,0.4,0,1.7,97.2
Stewart,TN,3,120,9.4,"23,341","8,486",5.5,12.4,12.8,12.9,15.1,14.6,12.1,8.7,5.9,94.8,2.6,1.5,0.6,0,1.3,98.5
Sullivan,TN,649,"1,770",11.6,"29,077","108,605",5.3,11.4,11.4,12.2,14.5,15.3,13.4,9.1,7.6,96.5,2.1,0.5,0.2,0,0.8,93.7
Sumner,TN,209,"1,137",8,"31,033","85,651",6.4,13.2,13.5,13.4,15.6,15.3,11.4,6.5,4.7,91.3,6.5,0.8,0.3,0.1,2.5,97.6
Tipton,TN,43,459,8.4,"25,962","31,856",6.2,14.3,14.9,13.8,15.8,14.9,9.8,6.2,4.2,79.1,19.1,0.4,0.4,0.1,1.6,98
Trousdale,TN,4,101,13.5,"23,288","4,852",6.1,12.6,13.3,13.3,14.6,14.4,12,7.4,6.3,88.5,10.5,0.3,0.2,0.1,2.6,100.9
Unicoi,TN,16,243,13.8,"26,044","12,744",4.8,10.7,11.1,12.6,13.9,15.7,12.8,9.9,8.5,98.7,0.6,0,0.3,0,2.7,96.4
Union,TN,5,159,8.4,"19,711","11,632",6.2,12.7,13.1,14.4,16.3,14.6,11.1,7.2,4.6,98.4,0.6,0.2,0.1,0,1,100.2
Van Buren,TN,1,56,10.3,"24,051","3,738",5.2,11.9,12.7,13.6,13.9,15.3,13.2,8.2,5.9,99.2,0.4,0.1,0.1,0,0.4,99.3
Warren,TN,44,422,10.7,"25,119","25,691",6.7,12.4,12.2,14.8,14.6,13.8,11.1,7.8,6.6,95.4,3.2,0.5,0.2,0,6.7,99
Washington,TN,831,"1,162",10.5,"28,115","72,947",5.7,11.3,14,14.4,14.6,14.3,11.3,7.7,6.6,93.8,4,0.9,0.3,0,1.8,95.1
Wayne,TN,10,180,10.7,"17,928","11,733",4.6,10.7,13.2,15.8,16.2,13.5,11.6,8.3,6.2,91.7,7.5,0.4,0.2,0,0.9,124.3
Weakley,TN,34,371,11,"24,524","21,908",5.2,11.3,18.5,13.2,13,13.4,10.9,7.5,7.2,90.4,7,1.9,0.1,0,1.4,95.8
White,TN,25,304,12.7,"21,410","15,806",6,12,12.4,13.1,14.3,14.5,11.9,9.2,6.6,97.3,1.8,0.3,0.2,0,1.1,97
Williamson,TN,849,737,5,"47,712","81,620",6,14.4,14.3,12,15.9,17.7,11.2,5.2,3.4,92.1,5,2,0.2,0.1,3.4,97.9
Wilson,TN,116,712,7.3,"34,030","58,683",6.4,13.2,13.8,13.1,16.2,15.6,11.5,6.2,3.9,91.4,6.8,0.6,0.3,0.1,2.1,98
Anderson,TX,75,597,10.7,"20,226","38,506",5.8,11,13.4,18.8,17.9,13,8.2,6.1,5.7,75.3,22.6,0.7,0.7,0,13.2,151.6
Andrews,TX,11,111,8.6,"27,727","7,815",7.8,15,16.9,9.6,13.6,14.6,9.5,7.1,6,96,1.9,0.8,1.1,0,43.9,95.9
Angelina,TX,143,777,9.6,"28,518","50,290",7.8,14.9,13.9,13.3,13.7,13.3,10,7,6.1,83.3,14.9,0.7,0.4,0,16.8,96.4
Aransas,TX,40,299,12.5,"27,504","15,728",5.5,12.2,12.8,10.9,12,13.4,12.6,11.2,9.4,93.7,2,2.6,0.6,0,21.7,98.7
Archer,TX,4,66,7.1,"29,838","5,729",5.7,14.5,15,10.6,14.5,16.2,11.1,7,5.5,97.7,0.4,0.2,0.6,0,6.3,101.7
Armstrong,TX,1,31,14.5,"28,612","1,458",5.1,12.3,14.1,10.8,12,15.2,11.5,9.2,9.9,98.8,0.4,0,0.7,0,7.1,92.5
Atascosa,TX,29,300,7,"21,631","22,751",7.6,16.2,15.9,13.4,13.7,12.9,9.5,5.9,4.9,97,1.1,0.5,0.9,0.1,60.5,98.1
Austin,TX,16,311,12.1,"30,259","15,280",6.5,13.8,13.8,12.4,13.1,14.6,11,7.4,7.4,88.9,9.9,0.4,0.3,0,19.6,99
Bailey,TX,6,68,10.2,"23,984","3,960",9.5,15.6,15.3,10.7,11.5,12.2,10,7.7,7.5,97,1.7,0.2,0.9,0.1,51.1,96.7
Bandera,TX,17,141,7.2,"27,935","12,287",4.9,12.4,13.5,11.4,13.6,15.5,12.8,9.1,6.8,97.2,0.5,0.4,0.9,0,16.4,99.1
Bastrop,TX,37,487,7.1,"23,725","37,249",6.8,14.7,13.9,15.1,15,14.7,9.6,5.7,4.3,88.6,8.8,0.6,0.9,0.1,27.8,104.1
Baylor,TX,2,66,16.8,"23,006","2,939",6.2,11.4,12.9,7.7,11.7,14.2,13,10.4,12.4,94.9,3.4,0.8,0.8,0.2,9.7,89.3
Bee,TX,22,223,6.8,"17,564","20,568",5.5,11.9,17.9,20.5,14.8,11.5,7.8,5.3,4.9,87.7,10.7,0.7,0.6,0,55.7,154.1
Bell,TX,"1,094","1,657",6.6,"31,139","137,430",11.3,16,14.2,17.1,13.7,11.1,7.4,4.9,4.4,71,21.5,2.9,0.9,0.5,18.7,99.4
BeNAar,TX,"5,592","10,456",7,"30,843","849,004",8.1,15.3,15.3,14.5,14.5,13,8.9,5.4,4.9,88.2,7.4,1.9,1.1,0.2,56.8,95.3
Blanco,TX,6,93,10.3,"30,795","5,895",5.4,13.4,13.2,13,13.8,15.8,13.2,6.3,5.9,97.7,1,0.2,0.5,0,17.5,97.5
Borden,TX,0,1,1.5,"31,210",490,2.5,10.5,18.4,9.7,15,16.7,12.5,8.8,6,98.8,0.2,0,0,0,14.7,94.6
Bosque,TX,18,247,13.8,"24,529","11,910",5.9,12.7,12.9,10.7,12.6,13.6,12.4,9.5,9.7,96,2.2,0.2,0.6,0.1,14.3,97.7
Bowie,TX,290,975,10.8,"27,583","58,767",6.3,13.4,13.8,14.4,14,14,10.8,6.7,6.5,73.2,24.3,0.6,0.6,0,5.3,101.6
Bra0.01oria,TX,679,"1,688",6.2,"29,869","152,244",7.8,15.1,14.1,14.6,15.8,14.7,9,5.2,3.7,84.3,10.1,3.8,0.6,0.1,24.9,106.3
Bra0.01os,TX,398,744,4.8,"24,994","70,708",6.9,10.9,34.2,15.7,10.1,8.9,5.9,4,3.4,83,10.8,4.6,0.5,0.1,19.7,103.1
Brewster,TX,17,82,8.9,"27,422","5,519",6.7,11.2,21,12.1,10.2,13.4,10.9,7.6,6.8,95.6,2.1,0.3,1,0.2,42.8,102.2
Briscoe,TX,0,14,8.3,"24,325","1,181",6.4,13.5,14.5,7.4,11.7,13.4,12.8,11,9.4,96.2,3.1,0,0.5,0,26.5,99
Brooks,TX,2,47,6.1,"18,591","4,717",8.5,16.3,16,9.4,10.6,12.9,10.6,8.5,7.2,98.6,0.5,0.1,0.8,0,91.3,91
Brown,TX,68,474,12.4,"23,780","24,016",6.4,13,16.4,12.4,12.2,13.1,10.8,8.1,7.7,93.9,4.1,0.6,0.7,0,17.6,98.4
Burleson,TX,7,152,8.9,"24,773","10,787",6.7,13.7,13.8,11.5,12.9,14.4,10.7,8.5,7.9,84.2,14.2,0.3,0.6,0,16.2,95.3
Burnet,TX,57,397,9.9,"29,262","23,436",6,12.1,12.3,12.6,12.7,13,10.4,10.9,10.1,96.4,1.7,0.3,0.7,0.1,16,92.7
Caldwell,TX,23,276,7.6,"21,992","20,337",7.2,14.8,14.5,15.1,14.6,13.3,9.1,5.8,5.6,89.9,7.9,0.6,0.7,0.1,43.4,98
Calhoun,TX,22,174,8.5,"24,561","13,012",7.5,15.6,13.3,11.1,13.7,13.3,11,7.9,6.6,92.6,2.6,3.9,0.6,0,43.9,100.5
Callahan,TX,3,150,11.3,"23,612","8,658",5.4,12.6,14.8,10.1,13.4,14.5,11.5,9.7,7.9,97.2,0.8,0.5,0.6,0,8,93.8
Cameron,TX,577,"1,937",5.2,"17,410","187,064",11.2,17.5,16.4,13.3,12.4,10.9,7.7,5.4,5.2,97.5,0.8,0.6,0.6,0.1,86,92.6
Camp,TX,13,135,11.3,"28,350","7,474",8,15,13.7,11.9,12.8,12.6,10.5,8.5,7,80.6,17.6,0.4,0.4,0.5,19.7,94.8
Carson,TX,0,55,8.5,"26,841","4,305",5.8,13.9,15.3,9,13.3,15.8,10.7,8.5,7.7,97.3,0.9,0.2,1,0,8.6,97.7
Cass,TX,14,381,12.7,"24,894","20,546",5.8,12.9,13.1,10.6,12.2,14,13.1,9.5,8.9,79.6,18.8,0.2,0.5,0,2.5,92.3
Castro,TX,4,59,7.7,"38,945","4,871",8.2,17.1,15.7,9,11.4,14.6,10.3,7.7,6.1,95.3,2.5,0,1.8,0.3,53.4,101.7
Chambers,TX,5,198,7,"33,249","16,348",5.7,14.9,14.8,13.7,15,16.4,10.7,5.2,3.7,87.4,10.3,1,0.6,0,14.5,100.5
Cherokee,TX,72,549,11.4,"24,879","30,008",7.7,14.1,13.9,13.5,13.4,12.9,10,7.2,7.1,83.5,14.7,0.5,0.5,0.1,16.8,101.7
Childress,TX,10,60,7.8,"18,248","5,173",5.2,11.4,18.4,13.3,15.9,12.1,9.3,7.1,7.4,83.7,15.2,0.4,0.4,0.2,23.3,149.5
Clay,TX,6,100,8.9,"27,328","7,549",4,13,13.4,11.3,13.9,16.3,12.8,8.6,6.7,96.9,0.6,0.1,1.2,0,3.8,94.9
Cochran,TX,2,39,11.7,"31,232","2,236",8,14.4,18.3,7.6,13.1,13.4,9.6,8.5,7.1,92.3,6.1,0.3,1.1,0.1,48.3,87.1
Coke,TX,3,54,14.7,"19,198","2,620",4.2,11.4,16.9,6.7,11.7,12.8,11.8,12.7,11.8,96.5,2.2,0.1,0.9,0.1,18.9,102
Coleman,TX,7,136,15.6,"23,278","6,373",6.2,12.5,12.5,9.6,11.2,13.2,12.6,10.6,11.5,95.8,2.5,0.5,0.7,0,14.6,92.9
Collin,TX,"1,545","2,248",3.6,"45,720","315,665",7.8,15.5,12.7,16.9,18.3,14.1,8.7,3.7,2.3,81.3,6.9,9.5,0.5,0.1,12.8,100.8
Collingsworth,TX,1,54,17.9,"31,650","2,159",5.8,14.1,14.7,7.7,11.7,13.4,11.7,9.6,11.3,91.4,5.7,0.2,1.8,0,25.7,93.6
Colorado,TX,31,247,11.9,"27,463","13,383",6.3,12.9,16,9.9,11.8,14.1,10.8,9.1,9.1,84.6,14.2,0.3,0.5,0.1,22.5,95.5
Comal,TX,191,767,8.4,"32,522","52,549",6.4,12.9,14,13.6,13.7,14.7,10.9,7.4,6.4,96.4,1.5,0.6,0.6,0,23.7,98.4
Comanche,TX,13,160,11.7,"25,377","9,411",5.8,13.5,13.9,9.9,12.4,11.9,12.6,10.5,9.7,97.8,0.6,0.3,0.8,0.1,23.4,96.3
Concho,TX,1,29,7.7,"18,644","2,921",3.7,8,14.9,21.6,16,12.2,10.2,6.9,6.5,98,1.2,0.1,0.6,0,44.3,194.6
Cooke,TX,25,382,9.9,"29,771","23,148",6.7,13.9,15.3,12.6,12.9,13.6,10.7,7.7,6.7,94.1,3.2,0.6,1,0,12.6,98.5
Coryell,TX,22,360,4.8,"25,278","41,764",6.4,15.2,20.1,20,16.5,9.6,5.7,3.7,2.9,72,21.5,2,1,0.6,13.9,104.7
Cottle,TX,0,10,5.7,"27,565","1,342",6.1,11.5,11.7,7.8,11.3,14.5,11.8,10.5,14.7,87.9,11.8,0,0,0,22.1,89.2
Crane,TX,3,43,11.1,"23,447","2,394",6.9,16.4,16.4,8,13.9,15.5,10.8,6.2,5.7,94.6,3.3,0.4,1.7,0,49.5,92.9
Crockett,TX,0,36,9.1,"17,318","2,659",6.4,13.7,15.3,9.3,12.2,16.2,12.5,7.9,6.5,97.3,0.9,0.3,1.1,0.3,56.3,96.5
Crosby,TX,2,86,12.9,"31,908","4,299",8.3,16.2,14.6,10.5,11.1,12.6,11.5,8,7.2,93.7,4.8,0,1,0.3,48.5,89.6
Culberson,TX,0,27,10.1,"17,727","1,781",7.8,16.3,16.3,8.4,13.1,13.6,12.1,7.4,5.1,97.5,1,1.1,0.4,0,71.5,97.2
Dallam,TX,5,49,7.9,"29,598","3,703",7.8,17.7,13.9,13.2,14.7,13.2,9.1,5.5,4.9,96.1,2.3,0.3,1.1,0,32.2,103
Dallas,TX,"7,091","13,784",6,"40,317","1,365,848",9.1,15.2,13.5,16.4,16,13.1,8.4,4.6,3.7,72.9,20.9,4.4,0.6,0.1,36.4,101.8
Dawson,TX,9,152,10.7,"21,193","9,949",6.7,13.2,15.2,13.2,15.3,13.7,9.1,6.9,6.9,90.2,8.9,0.4,0.4,0,50.3,127.2
Deaf Smith,TX,12,157,8.5,"24,574","10,539",9.2,18,15.4,11.9,12.1,12,9.2,6.6,5.6,96.1,1.7,0.4,1.1,0.8,62.1,96.1
Delta,TX,0,55,9.9,"21,337","3,618",6.3,13.1,14.3,11.5,13.6,12.4,12.5,8.9,7.5,90.8,7,0.3,0.9,0,4.1,95.3
Denton,TX,762,"1,975",3.7,"34,241","265,220",7.8,14.8,15.4,17.6,17.2,13.7,8.1,3.3,2,85.1,7.1,5.5,0.6,0.1,15.3,99.9
DeWitt,TX,8,228,11.2,"24,281","13,969",5.9,12,12.8,12,14.8,14.4,10.7,8.5,8.9,88.2,10.7,0.3,0.6,0.1,29.4,106.7
Dickens,TX,0,30,11.1,"18,493","1,940",4.8,9.4,15.8,16.4,13.7,12.4,10.1,8.4,9,88.9,9,0,0.2,1.7,27.1,136.3
Dimmit,TX,9,70,6.8,"17,837","5,982",8.4,17.1,16.9,10.9,12.4,12.1,10.5,5.8,5.9,97,1.5,0.8,0.8,0,83.5,94.9
Donley,TX,1,55,13.9,"25,656","2,586",5,11.5,17.5,9.7,10.6,12.9,11.8,10.6,10.5,93.5,4.9,0.3,1,0,7.1,94.9
Duval,TX,0,110,8.7,"20,925","8,042",7.1,14.9,16.4,11,13.3,12.3,10.5,7.2,7.3,98.4,0.7,0.2,0.7,0.1,88,103.6
Eastland,TX,11,320,17.4,"26,857","12,171",6,12.5,15.9,9.7,11.2,13.4,11.7,9.6,9.9,96.2,2.3,0.3,0.6,0,13.6,94
Ector,TX,274,"1,113",9,"25,590","71,756",8.9,15.9,15.6,13,12.9,13.8,8.9,6,5,92.4,4.9,0.7,1.1,0.1,47.9,95.1
Edwards,TX,2,18,9,"19,544","1,418",5.5,15.7,16.1,10.5,12.7,15.4,12.7,7,4.4,94.5,3,0.2,0.8,1.6,46.1,105.3
Ellis,TX,117,964,7.5,"27,613","67,470",7.4,15.1,15.8,14.5,14.5,14.2,9.4,5.1,4,89.2,8.7,0.5,0.7,0,21.2,99.5
El Paso,TX,"1,339","4,162",5.8,"23,256","391,540",9.7,16.7,16.5,12.8,13.5,12.5,8.1,5.5,4.7,93.5,3.3,1.1,1.1,0.2,81.2,92.5
Erath,TX,41,349,10.3,"25,627","19,350",6.5,12.6,21.8,13.1,12.1,11.6,8.9,6.7,6.7,96.5,1.1,0.9,0.7,0.1,16.4,99.1
Falls,TX,14,225,12.7,"20,941","12,013",5.8,14,16.4,11.2,13,13.4,10.2,7.8,8.1,71.8,26.9,0.2,0.7,0.1,17.8,85.9
Fannin,TX,20,415,12.7,"22,755","21,120",5.4,12.4,14.1,13.4,14.5,13.2,10.7,8.7,7.6,90,7.7,0.4,0.9,0,7.2,113.1
Fayette,TX,21,338,15.1,"31,456","15,183",5.8,12,12.5,10.6,12.2,14.9,11.1,9.4,11.6,91.5,7.4,0.3,0.6,0,15.6,94.9
Fisher,TX,2,65,16,"26,459","3,036",4.2,12.8,13.2,8.5,11.9,14.9,11.4,11.2,11.8,95.6,3.4,0.2,0.4,0,22.5,96.5
Floyd,TX,6,77,10.5,"29,183","4,773",7.1,16.8,14.7,9.5,12.1,13.4,10.1,8,8.4,94.3,4.1,0.2,1.1,0.4,48.3,93.9
Foard,TX,0,10,6.5,"23,120","1,116",5.1,14.5,12.6,9,12,13.1,11.4,11.2,11.1,94.7,3.6,0.3,1.1,0,18.4,92.4
Fort Bend,TX,929,"1,683",3.8,"36,286","214,461",6.6,15.7,15.8,14.4,16,16.3,8.9,3.8,2.4,62.4,21.1,14.8,0.4,0.1,22.5,99.5
Franklin,TX,8,93,9.2,"27,784","6,421",5.4,12.5,13.5,13,12.6,13.8,11,10.2,8,93.4,5,0.5,0.8,0,10.2,95.2
Freestone,TX,8,227,12.2,"22,285","12,085",6,12.1,14.3,14.5,13.3,13.1,11.5,7.8,7.5,80.6,18.2,0.3,0.4,0,10.1,112
Frio,TX,7,119,7.3,"17,997","9,807",7.4,15.4,16.1,16,12.8,11.5,9.2,6.2,5.4,93.5,5,0.7,0.8,0.1,74.3,121.2
Gaines,TX,4,104,7.2,"25,307","8,006",9.1,16.8,17.9,11.5,12.8,12.7,8.4,6.3,4.5,95.8,2.7,0.2,1.1,0.1,38.6,97.6
Galveston,TX,"1,399","2,269",8.3,"33,146","161,503",7.1,14.1,14.1,13.3,14.7,15.3,10.4,6,4.9,80.7,14.9,2.7,0.5,0.1,19.9,96.3
Gar0.01a,TX,0,46,9,"24,218","3,131",6.9,14.6,15.7,14.3,13.4,12,9.6,7.7,5.8,92.9,5.8,0,0.5,0.2,39,114
Gillespie,TX,100,279,12.4,"32,852","15,255",5.1,11,11.5,10.7,11.1,13,12.2,11.8,13.7,98.6,0.4,0.2,0.5,0,16.9,92.3
Glasscock,TX,0,5,3.8,"29,404",836,5.9,16.7,17,6.1,14.1,16.6,11.9,7.8,4,98,0.8,0,0.2,1.1,30.7,113.7
Goliad,TX,2,76,10.7,"23,353","4,603",5.6,12.8,14.3,10.2,13.3,15.5,11.4,9.2,7.8,94.1,5.1,0.2,0.6,0,36.2,99
Gon0.01ales,TX,15,197,10.2,"26,586","11,797",8.4,13.9,14.7,12.4,12.4,12.5,9.9,7.6,8.3,90.1,8.1,0.3,0.9,0.3,42.8,99
Gray,TX,22,270,12.6,"30,261","15,420",5.9,13,14.1,11.6,12.7,14,10.5,8.8,9.3,90.6,6.1,0.6,1,0,16.4,104
Grayson,TX,245,"1,228",10.6,"26,207","72,382",6.7,13.4,14.2,12.7,13.4,14,10.8,7.5,7.2,90.1,5.9,0.7,1.4,0,8.8,94.7
Gregg,TX,318,"1,189",10.4,"33,768","70,006",8,14.1,14.7,13.1,13,14.2,9.6,7,6.3,76.9,20.4,1,0.6,0,11.9,94.4
Grimes,TX,15,229,9.1,"22,279","16,080",6.4,12.8,12.6,13.8,15.8,14.8,10.5,7.3,6.1,80.4,18.3,0.4,0.4,0.1,17.5,113.7
Guadalupe,TX,113,667,6.7,"28,720","55,679",6.1,14.7,15.6,13.5,14.5,13.9,9.9,6.6,5.2,91.4,5.6,1,0.7,0.2,33.8,97
Hale,TX,34,306,8.4,"23,120","21,498",8.8,16.3,17,11.7,12.9,12,8.9,6.3,6.1,92,5.9,0.5,1.2,0.1,52.1,102.8
Hall,TX,3,53,14,"20,067","2,527",7.4,14.9,12.4,10.2,11.1,12.4,10.6,10.2,10.8,90.3,8.3,0.5,0.8,0,29.2,88.5
Hamilton,TX,9,143,17.7,"25,814","5,792",5.9,12.6,13.2,10.1,12.2,13.3,11.6,10.2,10.8,98.7,0.3,0.1,0.3,0.2,8.9,95.6
Hansford,TX,1,61,11.7,"36,283","3,420",8.9,14.7,14.4,9.1,12.6,14.2,10.4,8.4,7.3,98.2,0.3,0.4,0.9,0,38.8,98.2
Hardeman,TX,4,44,10.1,"24,703","3,135",5.6,13,14.1,9.2,11.1,15.1,12.2,9.4,10.5,92.9,5.4,0.3,1,0,15.3,88.1
Hardin,TX,24,502,10,"27,778","30,747",6.3,14.2,14.2,12.9,14,15.1,10.9,6.8,5.6,92,6.6,0.3,0.3,0,3,96.9
Harris,TX,"11,419","20,269",5.6,"41,703","2,067,399",8.8,15.6,14.1,15.5,15.4,14,8.8,4.4,3.3,74.4,18.4,5.5,0.6,0.1,37.5,100
Harrison,TX,54,594,9.4,"27,174","39,130",6.6,13.7,15.7,11.9,13.2,14.9,11.3,7,5.8,75.3,23.1,0.5,0.4,0.1,7.4,94.4
Hartley,TX,0,54,9.8,"28,655","4,136",7.9,11.2,8.6,12.4,19.4,16,11.4,6.8,6.2,91,8.1,0.3,0.5,0.1,17,156
Haskell,TX,3,103,18.4,"26,519","4,314",5.6,11.5,14.1,7.1,11.4,14.6,11.8,10.4,13.7,94.9,3.9,0.3,0.7,0,23.6,88.3
Hays,TX,165,566,4.7,"25,610","53,635",6.7,12.1,24.9,16,12.5,12.5,7.7,4.3,3.4,93,4.1,1,0.8,0.2,31.2,100.5
Hemphill,TX,4,39,11.6,"37,973","2,190",7.2,12.9,15.2,9.8,12,15.8,12.3,8.2,6.7,97,1.6,0.3,0.7,0.2,19.2,103.7
Henderson,TX,72,889,11.2,"24,401","49,886",6.1,13,13.2,13,12.4,13.3,11.3,9.7,7.9,91.8,6.4,0.4,0.5,0,8.9,97.2
Hidalgo,TX,784,"3,068",4.7,"16,359","304,670",11.7,18.4,16.7,14.7,12.5,10.1,6.7,4.7,4.6,97.4,0.9,0.8,0.6,0.1,89.4,95.1
Hill,TX,28,402,11.5,"23,309","21,209",6.9,13.6,14.1,12.6,12.4,12.9,10.9,8.6,8,91.2,6.9,0.4,0.4,0,16.1,98
Hockley,TX,14,211,9.3,"25,274","13,466",7.6,14.9,17.6,11.3,12.9,13.4,9.7,6.8,5.9,94.5,3.7,0.3,1,0.1,41.2,96.1
Hood,TX,47,528,11.4,"29,734","28,621",5.3,12.4,12.9,12.1,13,14,11.8,10.5,8,97,0.8,0.4,0.8,0,8.8,97.1
Hopkins,TX,34,363,11,"25,209","21,003",7,13.7,13,13.8,13.1,13.5,11.1,7.7,7,90.6,7.6,0.4,0.8,0.1,12.2,96
Houston,TX,15,304,13,"23,121","16,244",5.5,11.7,13,11.5,15.4,14.4,10.6,9.2,8.9,72.5,26.4,0.4,0.3,0.1,9.2,115.6
Howard,TX,72,378,11.5,"23,858","22,544",6.6,12.6,14.5,13.9,14.6,14,9.4,7.6,6.8,93,4.7,0.8,0.8,0,40.5,119.3
Hudspeth,TX,1,18,5.5,"14,804","1,910",7.3,18.1,16.1,11.4,12.6,11.7,11.1,6.6,5.2,97.3,0.9,0.2,1.5,0,75.4,96.8
Hunt,TX,64,736,9,"26,138","48,548",6.9,13.6,16,13.5,13.5,13.4,10.6,7.1,5.3,88.3,9,0.7,0.7,0.1,10.6,100.1
Hutchinson,TX,20,252,11.1,"24,969","15,282",6.9,14.7,14.4,10.2,11.3,16.4,10.4,7.7,8,93.9,2.9,0.5,1.3,0,17.5,96.7
Irion,TX,0,14,8.1,"26,392","1,217",4.4,12.5,15,10.9,14.3,14.6,13.2,8.2,6.9,97.4,1.7,0,0.9,0,27.1,97.3
Jack,TX,4,81,9,"22,668","5,830",5.3,12.1,16.1,13.1,15.1,13.2,9.9,8.4,6.9,92.6,5.5,0.5,0.7,0.2,9.9,121.3
Jackson,TX,5,147,10.2,"23,743","9,278",7.1,14.1,14.6,10.8,12.8,15,10.3,8,7.4,91.2,7.5,0.4,0.3,0.2,27,97.1
Jasper,TX,31,421,11.8,"24,215","23,420",7,13.9,13.4,11.7,13.4,13.9,11.3,8.5,7,81,17.2,0.4,0.4,0,4.7,94.6
Jeff Davis,TX,3,23,10.1,"19,499","1,560",3.6,11,15.8,8.1,13.6,16,13.5,10.2,8.1,98.2,1,0.1,0.4,0,36.9,104.6
Jefferson,TX,620,"2,522",10.2,"29,324","161,261",6.9,13.8,14.9,13,13.8,14.5,9.7,6.6,6.7,60.4,35.3,2.9,0.4,0,12.6,101.4
Jim Hogg,TX,2,45,8.9,"23,480","3,203",7.2,15.8,16.9,8.3,13.1,11.7,11.4,7.9,7.7,98.4,0.6,0.2,0.8,0,89.2,97.5
Jim Wells,TX,36,306,7.5,"24,184","23,525",7.3,16.4,16.4,12,13.2,13,9.5,6.5,5.6,97.4,0.9,0.6,0.8,0.3,76.9,95.1
Johnson,TX,132,"1,046",7.3,"26,024","79,417",6.8,14.8,14.9,14.6,15,14.1,9.9,5.8,4,94.1,3.2,0.7,0.7,0.2,14.8,100.3
Jones,TX,8,185,9.2,"20,239","13,780",4.2,10.8,18.5,13.7,16,13,9.9,7,6.8,86.5,12.2,0.5,0.4,0,22.4,154.1
Karnes,TX,6,148,9.6,"17,677","10,352",5.5,10.9,17.2,17.9,14.4,12,7.8,6.8,7.6,87.5,11.1,0.4,0.9,0.1,49.4,145.5
Kaufman,TX,61,716,8.4,"26,228","44,859",7.2,14.7,15.3,15,14.6,14,9.5,5.5,4.2,87.4,10.1,0.7,0.6,0.1,14.4,98.4
Kendall,TX,162,238,8.7,"36,868","15,827",5.8,13.5,14.7,11.5,13.2,15.2,11.8,8.2,6.2,97.4,0.9,0.4,0.6,0.1,18.7,97.3
Kenedy,TX,0,2,4.9,"33,108",261,8.4,16.3,12.9,10.3,14.9,11.8,13.2,6.5,5.8,96.9,0.7,1.7,0.7,0,77,107.5
Kent,TX,0,20,25.8,"23,825",643,4.9,9,11.8,3.8,9.2,16.2,14.5,12.8,17.9,98.8,0.4,0,0.8,0,9.8,89.8
Kerr,TX,189,654,14.2,"33,473","31,006",5.6,11.7,13.4,9.9,11.4,13,10.6,11.1,13.4,95.9,2,0.6,0.6,0,21.9,92.5
Kimble,TX,4,61,13.4,"20,746","3,146",5.6,12.3,12.6,10,12.2,14.5,13.2,10.6,9,98.3,0.5,0.6,0.4,0,23.3,98.4
King,TX,0,3,9.3,"25,367",228,4.9,15,17.9,6.2,16,18.9,12.7,4.2,4.2,98.7,0,0,1.3,0,15.3,130.8
Kinney,TX,1,33,10,"20,813","2,335",5.4,12.8,12.9,9.3,11,11.7,11.5,12.7,12.8,96.2,2.6,0.5,0.4,0,50.3,100.9
Kleberg,TX,24,250,8.1,"24,761","17,896",7.8,14.1,21.1,13.5,11.5,11.7,8.8,6.1,5.4,92.5,3.8,2.2,0.8,0.1,67.8,102.1
KnoNA,TX,3,58,14.9,"24,832","2,819",6.4,14.1,15,6.6,11.5,13.6,10.7,10.7,11.4,88.9,8.6,0.6,1.4,0.1,26.3,88.9
Lamar,TX,120,587,11.8,"24,993","31,612",6.6,14.3,13.4,12.2,13.5,13.2,11.1,7.9,7.8,83.7,13.3,0.6,1.1,0,4.4,91.6
Lamb,TX,7,142,9.8,"24,058","9,202",7.9,15.2,14.9,10.1,12.5,13.1,9.5,8.5,8.3,94.1,4.3,0.2,1.1,0.2,47.5,94.9
Lampasas,TX,18,189,9.2,"30,234","11,491",5.7,14.1,14.1,13.2,13.9,14,10.6,7.7,6.7,93.7,3.3,0.9,0.7,0.1,15.7,97.9
La Salle,TX,0,44,7.4,"17,728","3,602",7.6,14.6,17.4,12.9,13.9,11.7,10.5,6.1,5.3,95.7,3.5,0.4,0.4,0,78.2,115.7
Lavaca,TX,21,269,14.2,"28,507","13,214",6.4,12.3,13.2,9.3,11.9,14.2,11.3,9.5,11.9,92.2,7,0.3,0.2,0,13.6,94.1
Lee,TX,2,130,7.9,"25,873","9,804",6.6,14.1,15.6,12,13.3,14.2,10.1,7.2,7,87.7,11.1,0.3,0.6,0,20.6,100.9
Leon,TX,6,207,12.9,"25,461","10,652",5.9,12.2,13.3,11,11.6,14.2,11.8,10.6,9.4,89.5,9.7,0.2,0.3,0,10.5,95.9
Liberty,TX,46,673,9,"26,332","44,206",7,14.5,14.2,15.3,15,13.8,9.8,5.7,4.5,85.9,12.3,0.4,0.5,0,13.4,95.5
